Receiver time, Accel X,Y,Z, Gyro X,Y,Z, Quaternion W,X,Y,Z, dt(or)index
1418450564465,247,-490,-1866,19,712,869,-24982446,-585814156,893983051,99566371,28699
1418450564465,211,-566,-1921,-22,699,852,-26908598,-583965807,895254438,98492936,28704
1418450564468,160,-655,-1946,-71,672,784,-28836060,-582263525,896401674,97586951,28709
1418450564468,111,-743,-1966,-119,636,667,-30731504,-580822538,897351319,96865208,28714
1418450564470,71,-821,-1930,-146,588,503,-32521379,-579754888,898039144,96300739,28719
1418450564470,58,-853,-1887,-138,543,312,-34150876,-579130222,898434201,95809150,28725
1418450564503,88,-795,-1847,-112,518,147,-35641289,-578894622,898580991,95312241,28730
1418450564503,153,-659,-1895,-79,515,48,-37041131,-578897978,898581953,94747374,28735
1418450564505,260,-448,-1951,-106,517,40,-38468523,-578919058,898562348,94234326,28740
1418450564505,333,-347,-1926,-113,502,137,-39868886,-578705197,898691210,93735694,28745
1418450564508,312,-377,-1808,-91,504,305,-41267301,-578092301,899082465,93158624,28750
1418450564508,284,-464,-2008,-69,552,461,-42789969,-577117961,899710987,92442001,28755
1418450564510,214,-536,-2011,-127,543,545,-44406708,-575930675,900451588,91871347,28760
1418450564510,111,-681,-1901,-139,483,539,-45907482,-574738311,901183329,91424773,28765
1418450564543,66,-752,-1907,-101,455,424,-47275340,-573815861,901747886,90954139,28771
1418450564543,73,-739,-1938,-107,457,288,-48632706,-573217544,902100239,90516139,28776
1418450564545,79,-680,-1935,-109,433,180,-49906771,-572871906,902288648,90132096,28781
1418450564545,116,-599,-1941,-90,406,110,-51065057,-572690271,902377487,89747369,28786
1418450564548,247,-360,-2182,-138,385,101,-52234129,-572519016,902443278,89505347,28791
1418450564548,251,-266,-1777,-264,357,218,-53523216,-572044815,902661835,89571822,28796
1418450564550,242,-416,-1940,-150,409,428,-54811382,-571093465,903218260,89253833,28801
1418450564550,215,-464,-2136,-233,452,541,-56363932,-569865769,903916513,89064892,28807
1418450564583,169,-544,-2041,-394,406,583,-58062440,-568499253,904643433,89325908,28811
1418450564583,106,-682,-2003,-401,322,546,-59570421,-567197401,905321001,89743317,28817
1418450564585,114,-734,-1901,-422,279,429,-60993444,-566160566,905819239,90305173,28822
1418450564585,135,-733,-1878,-413,298,332,-62428408,-565361883,906166794,90839872,28827
1418450564588,129,-740,-1874,-380,324,287,-63862763,-564682506,906447739,91264549,28832
1418450564588,135,-736,-1887,-318,343,263,-65244225,-564075016,906702301,91515083,28837
1418450564590,133,-732,-1926,-243,340,245,-66499543,-563522505,906946902,91591580,28842
1418450564590,127,-713,-1928,-183,319,225,-67607886,-563023168,907178573,91556691,28847
1418450564623,110,-676,-1922,-147,303,204,-68617253,-562576643,907389521,91460128,28852
1418450564623,107,-640,-1902,-127,297,183,-69576014,-562182600,907574501,91323242,28858
1418450564625,93,-598,-1902,-125,294,165,-70517984,-561831420,907733063,91185859,28863
1418450564625,58,-583,-1784,-139,289,147,-71462750,-561519576,907861957,91087947,28868
1418450564628,77,-572,-1821,-204,273,122,-72464106,-561250986,907939978,91174477,28873
1418450564628,60,-596,-2066,-216,277,74,-73477617,-561097031,907941817,91292525,28878
1418450564630,34,-738,-2037,-150,209,28,-74215583,-561050420,907904039,91357732,28883
1418450564630,16,-887,-2055,-44,146,10,-74650224,-561051700,907875660,91277746,28888
1418450564663,0,-936,-1981,43,89,23,-74827038,-561023929,907897841,91082832,28893
1418450564663,13,-869,-1946,94,54,30,-74850655,-560980325,907949054,90821122,28898
1418450564665,95,-514,-2775,157,61,-13,-74781677,-561055365,907950396,90400007,28904
1418450564665,259,-101,-4358,-515,-4,-19,-75515478,-560999296,907798723,91652531,28909
1418450564668,34,403,-2805,-1871,-287,26,-77530082,-560492149,907436531,96530231,28914
1418450564668,12,423,-2202,-1871,-422,-60,-79211816,-560142273,906955077,101587965,28919
1418450564670,90,46,-2688,-1941,-87,47,-81844973,-559594783,906519428,106297272,28924
1418450564670,41,-326,-2974,-2051,-11,149,-84857214,-558783117,906159444,111163158,28929
1418450564703,-44,-624,-2584,-2333,-98,137,-88093588,-557889901,905683755,116862387,28934
1418450564703,-66,-785,-2215,-2342,-198,53,-91105404,-557140593,905064197,122778127,28939
1418450564729,-26,-918,-2018,-2048,-306,-61,-93398165,-556680413,904363011,128190291,28944
1418450564729,-4,-1067,-1911,-1667,-392,-140,-94896441,-556460645,903669906,132847369,28950
1418450564731,81,-1110,-1824,-1345,-416,-196,-95846575,-556437394,902994888,136793996,28955
1418450564731,153,-1050,-1839,-1082,-401,-215,-96430110,-556526297,902370947,140099580,28960
1418450564734,174,-923,-1789,-941,-370,-212,-96867675,-556652566,901788665,143014978,28965
1418450564734,194,-781,-1735,-813,-334,-198,-97197600,-556789493,901262241,145553996,28970
1418450564736,183,-705,-1772,-674,-286,-170,-97437333,-556912549,900816306,147668093,28975
1418450564736,173,-664,-1769,-569,-249,-133,-97619943,-556987407,900455498,149454933,28980
1418450564739,167,-635,-1698,-517,-208,-84,-97841541,-556973421,900175952,151037754,28985
1418450564739,142,-661,-1710,-415,-177,-27,-98009239,-556860773,900012445,152313404,28990
1418450564741,122,-660,-1780,-343,-142,30,-98180889,-556643186,899952394,153349502,28996
1418450564741,82,-644,-1724,-316,-123,68,-98373872,-556348773,899954611,154278414,29001
1418450564772,49,-654,-1717,-254,-101,89,-98540602,-556028175,900007427,155017918,29006
1418450564773,29,-665,-1787,-189,-78,85,-98668608,-555742754,900074889,155567340,29011
1418450564775,8,-631,-1810,-182,-70,63,-98797405,-555514845,900110790,156091001,29016
1418450564775,4,-574,-1765,-219,-78,41,-98952134,-555326490,900101554,156715222,29021
1418450564777,-2,-519,-1745,-266,-95,27,-99127631,-555152314,900056847,157476343,29026
1418450564778,-1,-506,-1756,-321,-113,17,-99334707,-554980067,899979379,158393066,29031
1418450564780,10,-530,-1759,-378,-129,12,-99584249,-554797671,899874206,159469249,29036
1418450564780,16,-577,-1757,-434,-146,5,-99872810,-554609261,899737821,160708897,29042
1418450564812,37,-595,-1758,-507,-152,-2,-100253763,-554414329,899559097,162138428,29047
1418450564812,24,-631,-1668,-620,-128,-8,-100854929,-554212885,899313720,163806901,29052
1418450564815,38,-643,-1678,-695,-89,-26,-101657300,-554048729,898994786,165607003,29057
1418450564815,11,-685,-1712,-751,-78,-51,-102555932,-553932276,898607722,167532035,29062
1418450564817,23,-699,-1759,-805,-72,-75,-103541590,-553858006,898155544,169583529,29067
1418450564817,23,-683,-1866,-851,-85,-92,-104553902,-553803457,897656746,171767530,29072
1418450564820,14,-626,-1809,-982,-82,-100,-105758419,-553730315,897081182,174254849,29077
1418450564820,-23,-619,-1727,-1041,-76,-99,-107062313,-553637234,896472414,176867717,29082
1418450564852,-24,-670,-1817,-1010,-69,-94,-108343573,-553539268,895877099,179392525,29088
1418450564852,14,-679,-1898,-974,-105,-70,-109496995,-553373242,895338438,181876468,29093
1418450564855,34,-707,-1755,-980,-145,-7,-110587764,-553033266,894895482,184412946,29098
1418450564855,48,-699,-1848,-903,-175,78,-111537230,-552494553,894616840,186792481,29103
1418450564857,63,-737,-1767,-876,-195,161,-112435288,-551753880,894475353,189106611,29108
1418450564857,86,-751,-1789,-802,-232,224,-113169806,-550863123,894468364,191285821,29113
1418450564860,121,-721,-1732,-774,-245,285,-113860261,-549826530,894564133,193398931,29118
1418450564860,143,-704,-1680,-725,-238,385,-114542240,-548568261,894824567,195354646,29123
1418450564892,172,-753,-1746,-616,-236,514,-115133948,-547034643,895324743,197008586,29128
1418450564892,168,-860,-1761,-542,-248,622,-115643097,-545257637,896019533,198472376,29134
1418450564895,144,-975,-1697,-505,-241,650,-116135221,-543424799,896765814,199836627,29139
1418450564895,112,-1095,-1699,-480,-205,547,-116632101,-541860032,897358486,201131580,29144
1418450564897,84,-1175,-1640,-508,-114,308,-117268183,-540902484,897558058,202444348,29149
1418450564897,86,-1142,-1647,-514,-5,0,-118015722,-540734875,897272855,203717973,29154
1418450564900,140,-1083,-1710,-528,95,-248,-118886405,-541208800,896589745,204957049,29159
1418450564900,173,-966,-1741,-496,129,-361,-119719232,-541982263,895749233,206100339,29164
1418450564932,161,-842,-1737,-445,123,-330,-120469696,-542695946,894983451,207109371,29169
1418450564932,140,-783,-1708,-377,101,-195,-121137761,-543097988,894458543,207931811,29175
1418450564935,105,-790,-1736,-279,53,-39,-121635377,-543133139,894229487,208533832,29180
1418450564935,76,-844,-1728,-221,11,73,-122014288,-542896092,894208537,209019004,29185
1418450564937,52,-885,-1702,-207,-4,118,-122366876,-542546783,894264769,209478788,29190
1418450564937,44,-919,-1678,-210,4,94,-122736171,-542256341,894280388,209947581,29195
1418450564940,46,-916,-1680,-226,22,44,-123146643,-542088851,894207806,210448302,29200
1418450564940,59,-905,-1671,-244,34,-6,-123582985,-542041178,894048745,210990411,29205
1418450564973,61,-879,-1669,-259,41,-35,-124039387,-542061744,893836661,211567540,29210
1418450564973,78,-873,-1669,-266,45,-42,-124509605,-542099069,893609303,212155312,29215
1418450564976,73,-856,-1673,-273,45,-32,-124993228,-542110522,893391869,212756551,29221
1418450564976,68,-859,-1687,-279,48,-16,-125500902,-542083496,893193173,213359949,29226
1418450564978,74,-877,-1733,-268,54,3,-126017784,-542018052,893025879,213921093,29231
1418450564978,60,-896,-1736,-258,53,27,-126530364,-541898307,892898880,214451361,29236
1418450564981,58,-928,-1709,-240,44,58,-127015407,-541704998,892829394,214941758,29241
1418450564981,38,-961,-1713,-214,33,73,-127447839,-541477691,892798861,215384905,29246
1418450565012,30,-983,-1696,-201,24,68,-127840803,-541260472,892770981,215813142,29251
1418450565012,36,-1005,-1676,-187,21,46,-128196107,-541097874,892719672,216221973,29256
1418450565014,48,-1006,-1666,-166,20,20,-128504768,-541003307,892642348,216594297,29261
1418450565014,52,-1005,-1677,-151,22,0,-128783967,-540962719,892543720,216936028,29267
1418450565017,57,-997,-1662,-138,20,-8,-129034141,-540944584,892441736,217251928,29272
1418450565017,54,-962,-1667,-126,13,-11,-129247991,-540933739,892344618,217550537,29277
1418450565021,60,-950,-1672,-120,5,-5,-129435775,-540906467,892263174,217840554,29282
1418450565021,65,-933,-1637,-119,-3,2,-129604207,-540858923,892195897,218133814,29287
1418450565053,55,-944,-1631,-103,0,10,-129762251,-540799376,892147665,218384622,29292
1418450565053,62,-956,-1669,-90,14,6,-129934241,-540761506,892096194,218586304,29297
1418450565055,55,-950,-1692,-93,19,-5,-130114812,-540751904,892025431,218791338,29302
1418450565056,55,-908,-1688,-105,17,-17,-130300570,-540765534,891931546,219029725,29307
1418450565058,47,-892,-1675,-110,14,-15,-130485264,-540771452,891839499,219279838,29313
1418450565058,43,-880,-1673,-110,16,-4,-130681350,-540752312,891762871,219521774,29318
1418450565061,34,-900,-1678,-103,12,8,-130864580,-540704799,891709265,219747293,29323
1418450565061,40,-922,-1727,-91,18,12,-131048924,-540654998,891666063,219935191,29328
1418450565092,23,-921,-1719,-90,14,13,-131222029,-540601012,891626238,220126061,29333
1418450565092,38,-915,-1703,-85,9,14,-131378486,-540542985,891592690,220311040,29338
1418450565094,34,-932,-1698,-72,3,19,-131503417,-540474455,891575757,220473103,29343
1418450565094,32,-944,-1695,-52,0,25,-131597392,-540396549,891579865,220591356,29348
1418450565097,32,-943,-1687,-41,-1,28,-131674391,-540314901,891595410,220682563,29353
1418450565097,29,-949,-1671,-31,-7,24,-131720535,-540242690,891613103,220760315,29359
1418450565101,31,-944,-1676,-23,-2,13,-131761646,-540202074,891617642,220816832,29364
1418450565101,47,-943,-1674,-18,0,4,-131795810,-540185568,891611026,220863535,29369
1418450565133,36,-932,-1666,-17,1,-5,-131823953,-540191778,891591452,220910565,29374
1418450565133,43,-918,-1674,-16,2,-10,-131850833,-540210617,891565246,220954211,29379
1418450565135,44,-910,-1668,-19,2,-11,-131879706,-540231207,891536138,221004086,29384
1418450565136,48,-907,-1660,-22,0,-9,-131908940,-540244910,891508938,221062857,29389
1418450565138,46,-906,-1656,-27,1,-9,-131947382,-540257531,891478356,221132392,29394
1418450565138,46,-900,-1671,-33,2,-11,-131995904,-540273315,891441017,221215379,29399
1418450565140,45,-899,-1671,-41,0,-10,-132050996,-540282924,891401419,221318575,29405
1418450565141,53,-890,-1681,-54,-1,-9,-132121592,-540285335,891356572,221451142,29410
1418450565173,61,-881,-1677,-63,-2,-6,-132202893,-540277263,891311273,221604587,29415
1418450565173,51,-876,-1669,-74,-2,-2,-132301137,-540256114,891265254,221782532,29420
1418450565175,61,-888,-1677,-83,0,3,-132422404,-540220502,891219971,221978793,29425
1418450565176,59,-895,-1684,-93,1,4,-132560365,-540179711,891169503,222198228,29430
1418450565178,55,-903,-1679,-101,2,6,-132713713,-540131825,891116743,222434566,29435
1418450565178,54,-911,-1672,-106,1,9,-132874575,-540074190,891065469,222683748,29440
1418450565180,62,-922,-1689,-104,1,13,-133035597,-540007559,891020840,222927643,29445
1418450565181,45,-928,-1684,-105,-4,19,-133187523,-539923877,890986395,223177151,29451
1418450565212,51,-938,-1669,-103,-6,21,-133335161,-539834392,890956749,223423682,29456
1418450565213,59,-945,-1667,-99,-8,21,-133472589,-539745020,890929648,223665483,29461
1418450565215,60,-963,-1667,-91,-8,20,-133597466,-539660941,890905530,223889769,29466
1418450565216,60,-970,-1659,-78,-9,23,-133703896,-539573534,890893379,224085166,29473
1418450565218,50,-982,-1665,-66,-6,23,-133800759,-539492027,890887047,224248713,29477
1418450565218,59,-989,-1668,-52,-2,22,-133887863,-539419888,890886161,224373749,29481
1418450565221,47,-981,-1664,-39,-3,20,-133952049,-539356689,890890257,224471082,29486
1418450565221,53,-977,-1666,-30,-3,18,-134002988,-539301223,890897180,224546454,29491
1418450565253,52,-970,-1657,-19,-4,16,-134033636,-539254058,890908187,224597758,29497
1418450565253,60,-977,-1656,-8,-5,15,-134045477,-539212602,890924761,224624477,29502
1418450565255,54,-977,-1636,2,-1,15,-134048222,-539176970,890946547,224621959,29507
1418450565255,48,-978,-1641,13,1,14,-134041949,-539148176,890972013,224593806,29512
1418450565258,56,-977,-1653,20,4,9,-134030280,-539135407,890993543,224546007,29517
1418450565258,54,-957,-1645,23,8,5,-134020177,-539135898,891009731,224486617,29522
1418450565261,49,-961,-1657,25,11,0,-134010675,-539150925,891019242,224418437,29527
1418450565261,43,-942,-1662,25,13,-2,-134005114,-539171793,891025291,224347594,29532
1418450565293,51,-926,-1665,21,13,-3,-134004131,-539193750,891028090,224284289,29538
1418450565293,40,-920,-1662,15,11,-2,-134005827,-539210446,891029717,224236664,29543
1418450565295,38,-916,-1666,10,9,2,-134013236,-539214449,891035083,224201286,29548
1418450565296,36,-923,-1684,4,8,2,-134026756,-539215747,891037390,224180914,29553
1418450565298,32,-910,-1692,-4,3,-2,-134041381,-539220922,891030096,224188711,29558
1418450565298,36,-906,-1679,-13,0,-1,-134061866,-539218858,891020392,224219996,29563
1418450565301,45,-912,-1660,-12,-2,5,-134078054,-539202140,891021084,224247769,29568
1418450565301,40,-915,-1678,-7,-2,11,-134090594,-539172980,891032869,224263553,29573
1418450565333,38,-925,-1666,-9,-1,15,-134110914,-539134175,891049077,224280296,29578
1418450565334,41,-924,-1674,-10,-2,14,-134130792,-539096512,891063267,224302566,29584
1418450565357,41,-924,-1670,-14,-2,10,-134153415,-539067064,891069397,224335455,29589
1418450565358,43,-924,-1664,-17,-5,7,-134171536,-539041844,891070452,224381024,29594
1418450565366,45,-921,-1668,-20,-7,5,-134187982,-539019112,891067455,224437695,29599
1418450565367,50,-915,-1666,-21,-7,3,-134204170,-539000891,891061077,224497086,29604
1418450565369,46,-920,-1674,-25,-8,3,-134222932,-538980841,891052701,224567244,29609
1418450565369,49,-922,-1662,-31,-8,2,-134250150,-538960905,891039349,224651780,29614
1418450565371,59,-906,-1662,-36,-7,-1,-134285261,-538946859,891018105,224748734,29619
1418450565372,65,-906,-1669,-44,-4,2,-134338843,-538925109,890995511,224858417,29624
1418450565389,56,-909,-1649,-51,-4,5,-134403419,-538893940,890973018,224983616,29630
1418450565389,46,-925,-1660,-54,-3,6,-134476916,-538859500,890949629,225114772,29635
1418450565391,54,-930,-1654,-58,4,6,-134575747,-538827064,890920658,225247974,29640
1418450565391,47,-935,-1671,-62,4,7,-134680497,-538790912,890890397,225391487,29645
1418450565393,48,-943,-1678,-62,5,8,-134788667,-538752861,890861407,225532322,29650
1418450565394,42,-936,-1684,-59,5,7,-134892010,-538718225,890832663,225666774,29655
1418450565400,44,-943,-1684,-57,4,8,-134990720,-538681319,890807233,225796191,29660
1418450565400,52,-951,-1668,-54,-1,10,-135073161,-538638055,890788678,225923268,29665
1418450565402,43,-959,-1668,-49,-7,12,-135135441,-538588211,890777646,226048316,29670
1418450565402,48,-959,-1665,-44,-6,10,-135193051,-538545168,890766354,226160895,29676
1418450565410,56,-960,-1682,-37,-7,8,-135236586,-538508895,890756652,226259428,29681
1418450565410,50,-967,-1655,-29,-9,10,-135263818,-538469876,890755422,226340840,29686
1418450565435,55,-970,-1655,-17,-8,14,-135280402,-538425839,890766405,226392461,29691
1418450565435,55,-966,-1668,-10,-8,14,-135286586,-538384414,890781462,226428036,29696
1418450565437,55,-970,-1655,-4,-7,10,-135283519,-538355397,890794295,226448371,29701
1418450565437,54,-970,-1650,-1,-5,6,-135279082,-538338002,890802231,226461157,29706
1418450565440,49,-965,-1658,3,-2,5,-135271869,-538325925,890810982,226459753,29711
1418450565440,55,-962,-1654,8,2,2,-135266608,-538324817,890816696,226443051,29716
1418450565451,50,-953,-1661,10,2,0,-135256613,-538329342,890820670,226422631,29722
1418450565451,53,-950,-1651,13,4,0,-135246882,-538336200,890826102,226390765,29727
1418450565483,48,-930,-1660,12,5,-4,-135238370,-538352833,890824729,226361699,29732
1418450565483,45,-918,-1661,9,7,-2,-135239270,-538365061,890824339,226333613,29737
1418450565486,47,-920,-1672,2,8,0,-135253408,-538370723,890822567,226318670,29742
1418450565486,43,-926,-1667,-3,6,0,-135273351,-538373728,890817596,226319166,29747
1418450565488,37,-931,-1656,-8,5,3,-135300779,-538366989,890814138,226332416,29752
1418450565488,44,-934,-1677,-11,8,6,-135342635,-538353553,890811935,226348014,29757
1418450565491,37,-937,-1671,-14,7,5,-135384625,-538341108,890806933,226372190,29762
1418450565491,43,-942,-1668,-18,7,4,-135432788,-538329328,890798053,226406335,29768
1418450565523,45,-939,-1675,-18,6,3,-135477698,-538319386,890787854,226443231,29773
1418450565523,38,-941,-1690,-17,5,3,-135518208,-538309352,890778744,226478680,29778
1418450565525,39,-935,-1685,-17,3,4,-135554947,-538295644,890772042,226515628,29783
1418450565526,42,-944,-1671,-16,0,5,-135583437,-538278192,890768522,226553892,29788
1418450565528,42,-953,-1663,-12,-2,8,-135602406,-538254071,890772615,226583750,29793
1418450565528,43,-962,-1656,-8,-2,10,-135617565,-538226467,890781685,226604591,29798
1418450565530,42,-961,-1658,-2,-3,9,-135621733,-538202648,890792996,226614206,29803
1418450565531,52,-969,-1686,4,2,6,-135624966,-538190532,890802247,226604683,29808
1418450565562,44,-958,-1662,10,2,5,-135617577,-538183314,890813691,226581261,29814
1418450565563,45,-959,-1666,14,3,4,-135607154,-538180280,890825830,226546974,29819
1418450565565,48,-954,-1660,21,1,4,-135581792,-538178608,890842920,226498919,29824
1418450565565,51,-957,-1666,27,1,3,-135546831,-538181573,890862179,226437041,29829
1418450565567,41,-953,-1666,30,1,2,-135506660,-538188068,890881761,226368596,29834
1418450565567,46,-941,-1656,34,2,-2,-135461544,-538205885,890897897,226289718,29839
1418450565570,46,-938,-1658,34,2,-4,-135414365,-538228661,890911223,226211310,29844
1418450565570,45,-932,-1674,34,0,-6,-135361033,-538255023,890922480,226136153,29849
1418450565603,44,-928,-1657,29,-2,-7,-135307417,-538281278,890930954,226072355,29855
1418450565603,51,-919,-1670,26,-2,-7,-135258508,-538306344,890937506,226016111,29860
1418450565605,54,-906,-1652,20,-3,-6,-135214858,-538326670,890942486,225974183,29865
1418450565605,53,-911,-1666,11,-2,-6,-135186010,-538344474,890941710,225952085,29870
1418450565608,47,-912,-1666,1,-1,-6,-135173851,-538359284,890934629,225951994,29875
1418450565608,57,-912,-1668,-9,-2,-4,-135179346,-538365217,890923868,225977000,29880
1418450565610,60,-907,-1665,-16,2,-2,-135205915,-538366207,890909588,226015042,29885
1418450565610,59,-917,-1663,-22,2,2,-135242989,-538355673,890897462,226065744,29890
1418450565642,55,-916,-1660,-26,3,6,-135291272,-538334631,890888067,226123979,29895
1418450565642,53,-920,-1674,-34,4,8,-135355022,-538306454,890876410,226198822,29901
1418450565644,50,-928,-1677,-38,4,7,-135423887,-538279208,890861022,226283031,29906
1418450565645,46,-941,-1664,-41,5,7,-135500052,-538251318,890843365,226373274,29911
1418450565647,63,-961,-1690,-37,7,5,-135575491,-538230442,890824134,226453405,29916
1418450565647,52,-962,-1673,-35,7,7,-135647814,-538205906,890808571,226529619,29921
1418450565649,51,-970,-1664,-28,4,10,-135706449,-538174549,890802555,226592649,29926
1418450565649,42,-982,-1668,-14,3,13,-135745234,-538140330,890809370,226623889,29931
1418450565681,41,-986,-1675,-3,3,14,-135770302,-538107348,890824177,226628989,29936
1418450565682,40,-985,-1663,7,2,9,-135771943,-538088973,890839190,226612621,29941
1418450565684,37,-991,-1652,16,2,4,-135758070,-538085611,890852356,226577154,29947
1418450565684,46,-982,-1662,24,3,-2,-135732451,-538099733,890861156,226524356,29952
1418450565686,41,-976,-1649,30,3,-7,-135693517,-538128315,890866590,226458407,29957
1418450565686,45,-958,-1660,36,4,-9,-135647738,-538164261,890872455,226377325,29962
1418450565689,52,-945,-1662,38,5,-10,-135599163,-538204331,890878200,226288538,29967
1418450565689,45,-932,-1654,39,4,-7,-135547123,-538237408,890889402,226196924,29972
1418450565721,51,-925,-1654,40,5,-4,-135498097,-538264257,890905435,226099240,29977
1418450565721,43,-925,-1666,35,10,-2,-135468327,-538287808,890919566,226005311,29982
1418450565724,41,-927,-1666,31,8,-4,-135438826,-538313331,890929402,225923414,29987
1418450565724,41,-921,-1656,28,8,-3,-135414557,-538335311,890938838,225848364,29993
1418450565727,43,-921,-1673,23,5,-4,-135389713,-538356058,890944916,225789818,29998
1418450565727,49,-917,-1658,18,3,-5,-135365997,-538376346,890947446,225745679,30003
1418450565729,48,-917,-1679,12,1,-4,-135346356,-538390991,890948327,225719047,30008
1418450565730,52,-910,-1665,6,0,-2,-135333642,-538398255,890949102,225706286,30013
1418450565762,46,-913,-1666,0,0,-1,-135333561,-538401319,890946665,225708646,30018
1418450565762,43,-920,-1667,-5,1,2,-135345578,-538395874,890945202,225720202,30023
1418450565764,43,-930,-1663,-10,1,4,-135366624,-538383714,890943502,225743294,30028
1418450565764,41,-941,-1663,-9,1,3,-135386290,-538374120,890940693,225765466,30033
1418450565767,42,-949,-1662,-10,0,4,-135406418,-538360989,890938859,225791945,30039
1418450565767,37,-954,-1663,-9,-1,2,-135420457,-538352633,890935511,225816658,30044
1418450565769,35,-953,-1671,-7,0,1,-135435586,-538347421,890930950,225838006,30049
1418450565769,42,-959,-1667,-5,0,-2,-135445952,-538350072,890923445,225855073,30054
1418450565785,49,-948,-1655,-3,-3,-2,-135444621,-538352070,890918532,225870491,30059
1418450565785,38,-964,-1667,4,-1,1,-135435028,-538350682,890922365,225864432,30064
1418450565788,38,-960,-1659,7,-1,1,-135422793,-538349956,890927958,225851434,30069
1418450565788,37,-953,-1676,12,1,0,-135408988,-538354243,890933793,225826475,30074
1418450565820,46,-948,-1667,14,1,-3,-135389737,-538366565,890936913,225796334,30079
1418450565821,46,-949,-1679,15,2,-6,-135368695,-538387200,890935827,225764028,30085
1418450565825,51,-945,-1672,18,1,-7,-135340090,-538410759,890935594,225725915,30090
1418450565825,48,-938,-1664,18,-2,-3,-135304824,-538423511,890942697,225688595,30095
1418450565828,42,-938,-1658,21,0,1,-135274016,-538428650,890956121,225641810,30100
1418450565828,43,-935,-1655,18,-1,0,-135243909,-538434635,890967281,225601505,30105
1418450565845,48,-941,-1666,18,-1,-2,-135212434,-538445406,890975583,225561875,30110
1418450565846,47,-931,-1663,16,-2,-4,-135179757,-538459725,890980089,225529478,30115
1418450565848,49,-934,-1674,14,1,-5,-135157558,-538477223,890980482,225499449,30120
1418450565848,60,-932,-1666,9,-2,-5,-135133624,-538491568,890979584,225483083,30125
1418450565850,50,-926,-1659,9,-1,-1,-135113469,-538497272,890983834,225464746,30131
1418450565851,54,-926,-1661,8,1,-3,-135100641,-538507972,890983501,225448191,30136
1418450565883,49,-926,-1666,2,2,-3,-135098328,-538517231,890979165,225444597,30141
1418450565883,55,-928,-1670,0,3,-3,-135101626,-538526278,890973409,225443760,30146
1418450565886,53,-921,-1676,-4,2,-3,-135111468,-538533683,890964560,225455145,30151
1418450565886,57,-925,-1678,-7,1,-2,-135123482,-538537127,890955970,225473665,30156
1418450565888,53,-932,-1679,-10,1,0,-135140744,-538534810,890948318,225499086,30161
1418450565888,54,-930,-1664,-13,4,1,-135170787,-538530649,890939137,225527288,30166
1418450565891,55,-930,-1677,-12,6,-1,-135203154,-538532740,890926815,225551572,30171
1418450565891,54,-947,-1672,-11,8,0,-135238935,-538534146,890915953,225569667,30177
1418450565921,48,-957,-1676,-10,7,4,-135274479,-538525524,890911355,225587096,30182
1418450565921,47,-954,-1668,-6,7,5,-135305918,-538515709,890910512,225595004,30187
1418450565932,37,-957,-1675,-3,5,5,-135328469,-538505733,890912176,225598715,30192
1418450565932,46,-951,-1678,-1,3,2,-135342581,-538502148,890911637,225600936,30197
1418450565937,37,-953,-1648,0,1,0,-135344157,-538502569,890910544,225603304,30202
1418450565937,41,-959,-1648,3,3,-3,-135346289,-538511904,890905957,225597857,30207
1418450565939,43,-949,-1655,8,2,-6,-135336993,-538529578,890900231,225583856,30212
1418450565939,49,-940,-1669,10,1,-6,-135321502,-538547614,890896348,225565426,30217
1418450565964,54,-937,-1663,9,2,-7,-135307703,-538568645,890890351,225547173,30223
1418450565964,43,-924,-1665,9,4,-9,-135296953,-538595748,890880678,225527113,30228
1418450565966,42,-926,-1663,8,5,-6,-135292181,-538615880,890874839,225504959,30233
1418450565966,47,-923,-1677,5,5,-5,-135292587,-538632489,890868576,225489787,30238
1418450565969,47,-916,-1673,3,5,-5,-135294773,-538648652,890861273,225478719,30243
1418450565969,39,-926,-1670,0,3,-2,-135301862,-538655724,890856339,225477061,30248
1418450565994,39,-928,-1664,-3,1,0,-135311167,-538655401,890853055,225485224,30253
1418450565994,37,-933,-1660,-5,2,2,-135327198,-538650141,890850960,225496448,30258
1418450566004,53,-937,-1678,-6,4,1,-135349397,-538647943,890845978,225508055,30263
1418450566004,38,-938,-1674,-6,2,3,-135366085,-538640296,890844465,225522280,30269
1418450566006,38,-947,-1667,-6,0,3,-135379737,-538631016,890843839,225538721,30274
1418450566006,38,-952,-1663,-1,0,4,-135387511,-538620991,890847360,225544090,30279
1418450566009,47,-948,-1662,0,-1,3,-135386023,-538613121,890851806,225546217,30284
1418450566009,47,-954,-1652,2,-1,0,-135378747,-538613371,890853087,225544927,30289
1418450566036,41,-950,-1656,6,-2,-2,-135362784,-538619048,890854002,225537336,30294
1418450566037,49,-954,-1660,7,1,-6,-135351826,-538635945,890848332,225525956,30299
1418450566062,49,-943,-1665,9,3,-7,-135341427,-538657315,890841539,225507990,30304
1418450566062,50,-943,-1669,10,3,-7,-135328850,-538679234,890835656,225486419,30310
1418450566085,52,-930,-1670,10,5,-5,-135322006,-538697662,890831952,225461131,30315
1418450566086,49,-927,-1669,8,9,-3,-135327779,-538713265,890828750,225433038,30320
1418450566088,44,-927,-1666,8,8,-3,-135331352,-538728224,890826007,225405980,30325
1418450566088,42,-926,-1670,6,7,-1,-135337226,-538736964,890825333,225384229,30330
